customer_id,count_x,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,count_y,quarter,number_of_referrals,customer_enrollment_date,offer,phone_service,internet_service,internet_type,avg_monthly_gb_download,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure_in_days
2378VTKDH,1,Male,76,No,Yes,Yes,No,0,1,Q3,9,2015-05-01,Offer B,Yes,Yes,Fiber Optic,7.0,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,104.35,6578.55,0.0,0,558.35,7136.9,1950
2974GGUXS,1,Female,74,No,Yes,Yes,No,0,1,Q3,0,2017-10-01,Offer C,Yes,Yes,Fiber Optic,16.0,Yes,No,No,Yes,Month-to-Month,Credit Card,91.95,3301.05,17.76,0,407.52,3690.81,1066
7994XIRTR,1,Male,79,No,Yes,No,No,0,1,Q3,0,2016-04-01,Offer B,Yes,Yes,DSL,6.0,No,Yes,No,Yes,One Year,Bank Withdrawal,65.25,3529.95,33.07,0,277.56,3774.44,1614
5298GSTLM,1,Female,74,No,Yes,No,No,0,1,Q3,0,2015-10-01,Offer B,Yes,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,One Year,Bank Withdrawal,101.4,6176.6,0.0,0,2935.2,9111.8,1797
6121TNHBO,1,Female,71,No,Yes,No,No,0,1,Q3,0,2015-07-01,Offer B,Yes,Yes,DSL,18.0,Yes,No,No,Yes,One Year,Bank Withdrawal,83.0,5243.05,0.0,0,984.06,6227.11,1889
5119NZPTV,1,Male,70,No,Yes,Yes,No,0,1,Q3,9,2020-07-01,Offer E,Yes,Yes,Fiber Optic,24.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.1,141.65,0.0,0,69.98,211.63,62
3865ZYKAD,1,Male,77,No,Yes,Yes,No,0,1,Q3,7,2015-01-01,,Yes,Yes,Fiber Optic,14.0,No,No,No,Yes,Month-to-Month,Credit Card,84.9,5785.65,0.0,0,1018.44,6804.09,2070
2205LPVGL,1,Male,71,No,Yes,Yes,Yes,1,1,Q3,1,2015-12-01,Offer B,Yes,Yes,Fiber Optic,10.0,No,No,No,No,One Year,Bank Withdrawal,89.85,5125.75,0.0,130,1068.94,6324.69,1736
4868AADLV,1,Male,77,No,Yes,Yes,Yes,2,1,Q3,0,2015-04-01,,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,Yes,One Year,Bank Withdrawal,116.25,7862.25,0.0,0,215.82,8078.07,1980
3256EZDBI,1,Male,71,No,Yes,Yes,No,0,1,Q3,1,2016-07-01,Offer B,No,Yes,DSL,21.0,No,No,No,Yes,Month-to-Month,Credit Card,29.45,1459.35,0.0,0,0.0,1459.35,1523
4726DLWQN,1,Male,69,No,Yes,No,No,0,1,Q3,0,2016-08-01,Offer B,Yes,Yes,DSL,23.0,Yes,No,No,No,Month-to-Month,Bank Withdrawal,70.35,3454.6,0.0,100,1261.5,4816.1,1492
3518FSTWG,1,Male,67,No,Yes,Yes,No,0,1,Q3,1,2014-10-01,,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,109.55,7920.7,0.0,0,1275.12,9195.82,2162
0230UBYPQ,1,Male,76,No,Yes,Yes,No,0,1,Q3,2,2015-07-01,Offer B,No,Yes,DSL,7.0,No,No,No,Yes,One Year,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,2298.9,1889
1763KUAAW,1,Female,77,No,Yes,No,No,0,1,Q3,0,2019-04-01,Offer D,Yes,No,,,No,No,No,No,One Year,Bank Withdrawal,20.35,369.6,0.0,0,675.54,1045.14,519
1104TNLZA,1,Male,67,No,Yes,Yes,No,0,1,Q3,8,2018-06-01,Offer C,Yes,Yes,Fiber Optic,15.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,105.8,2998.0,0.0,0,681.8,3679.8,823
5195KPUNQ,1,Female,72,No,Yes,No,No,0,1,Q3,0,2016-05-01,Offer B,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,One Year,Credit Card,96.75,5206.55,0.0,0,1832.74,7039.29,1584
3908MKIMJ,1,Male,79,No,Yes,Yes,No,0,1,Q3,9,2015-01-01,,No,Yes,Cable,28.0,No,No,No,Yes,Two Year,Bank Withdrawal,41.95,2965.75,0.0,0,0.0,2965.75,2070
6969MVBAI,1,Female,66,No,Yes,No,No,0,1,Q3,0,2019-12-01,Offer E,Yes,Yes,Fiber Optic,4.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,90.1,816.8,0.0,0,360.0,1176.8,275
2453SAFNS,1,Female,68,No,Yes,No,No,0,1,Q3,0,2016-04-01,Offer B,Yes,Yes,Cable,2.0,Yes,No,No,Yes,One Year,Credit Card,72.1,3886.05,0.0,0,2453.22,6339.27,1614
7426GSWPO,1,Male,78,No,Yes,No,No,0,1,Q3,0,2015-06-01,Offer B,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.5,6548.65,0.0,0,1228.8,7777.45,1919
4909JOUPP,1,Male,76,No,Yes,Yes,No,0,1,Q3,5,2014-10-01,,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,109.7,7898.45,0.0,0,1997.28,9895.73,2162
6437UDQJM,1,Female,72,No,Yes,Yes,No,0,1,Q3,5,2014-10-01,,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,84.1,6129.65,0.0,0,3412.8,9542.45,2162
1226IENZN,1,Male,68,No,Yes,No,No,0,1,Q3,0,2019-06-01,Offer D,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,78.75,1218.25,0.0,0,632.32,1850.57,458
3411WLRSQ,1,Female,80,No,Yes,Yes,No,0,1,Q3,3,2020-06-01,Offer E,Yes,Yes,Fiber Optic,17.0,No,No,No,No,Month-to-Month,Bank Withdrawal,74.6,239.05,0.0,30,118.53,387.58,92
0822QGCXA,1,Female,76,No,Yes,Yes,No,0,1,Q3,5,2018-07-01,Offer C,Yes,Yes,DSL,21.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,83.85,2310.2,0.0,0,92.61,2402.81,793
3588WSTTJ,1,Female,78,No,Yes,No,No,0,1,Q3,0,2017-10-01,Offer C,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.05,3554.6,0.0,0,1107.4,4662.0,1066
3798EPWRR,1,Female,74,No,Yes,No,No,0,1,Q3,0,2020-07-01,Offer E,Yes,Yes,DSL,30.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,43.95,85.1,0.0,0,38.18,123.28,62
2452MRMZF,1,Female,70,No,Yes,Yes,No,0,1,Q3,9,2014-10-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,25.7,1937.4,0.0,0,610.56,2547.96,2162
4989LIXVT,1,Male,66,No,Yes,No,No,0,1,Q3,0,2015-01-01,,Yes,Yes,Fiber Optic,28.0,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,95.9,6503.2,0.0,0,1337.56,7840.76,2070
5481NTDOH,1,Female,67,No,Yes,Yes,No,0,1,Q3,8,2015-03-01,,Yes,Yes,Fiber Optic,20.0,Yes,Yes,No,Yes,One Year,Credit Card,107.05,7142.5,0.0,0,2577.49,9719.99,2011
0749IRGQE,1,Female,68,No,Yes,Yes,No,0,1,Q3,5,2019-08-01,,No,Yes,DSL,9.0,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,45.3,528.45,0.0,0,0.0,528.45,397
1754GKYPY,1,Male,65,No,Yes,Yes,No,0,1,Q3,8,2018-11-01,,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.75,1938.9,0.0,0,492.36,2431.26,670
1591MQJTP,1,Male,76,No,Yes,Yes,No,0,1,Q3,7,2016-07-01,Offer B,Yes,Yes,Fiber Optic,10.0,No,Yes,No,Yes,One Year,Bank Withdrawal,93.65,4839.15,0.0,0,112.71,4951.86,1523
7471MQPOS,1,Male,74,No,Yes,Yes,Yes,3,1,Q3,1,2014-11-01,,Yes,Yes,DSL,20.0,No,Yes,No,No,One Year,Bank Withdrawal,72.9,5139.65,0.0,20,3273.81,8433.46,2131
3259KNMRR,1,Male,72,No,Yes,No,No,0,1,Q3,0,2016-01-01,Offer B,Yes,Yes,DSL,16.0,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,79.75,4438.2,0.0,0,518.7,4956.9,1705
6120RJKLU,1,Female,69,No,Yes,Yes,No,0,1,Q3,9,2015-08-01,Offer B,Yes,Yes,DSL,29.0,Yes,Yes,No,Yes,Two Year,Credit Card,79.95,4819.75,0.0,0,1526.44,6346.19,1858
4323OHFOW,1,Female,72,No,Yes,Yes,No,0,1,Q3,1,2014-12-01,,Yes,Yes,Fiber Optic,24.0,Yes,Yes,No,Yes,One Year,Bank Withdrawal,105.55,7195.35,0.0,0,2361.8,9557.15,2101
6563VNPMN,1,Female,80,No,Yes,No,No,0,1,Q3,0,2016-12-01,,Yes,Yes,Fiber Optic,20.0,No,No,No,No,Month-to-Month,Bank Withdrawal,85.7,3778.1,0.0,50,186.3,4014.4,1370
2267WTPYD,1,Female,77,No,Yes,Yes,No,0,1,Q3,1,2016-01-01,,Yes,Yes,Fiber Optic,30.0,No,Yes,No,Yes,Month-to-Month,Credit Card,94.0,5438.95,0.0,0,1313.85,6752.8,1705
9129UXERG,1,Female,65,No,Yes,No,No,0,1,Q3,0,2019-04-01,,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,Month-to-Month,Credit Card,103.6,1806.35,0.0,10,22.86,1839.21,519
6229LSCKB,1,Male,69,No,Yes,No,No,0,1,Q3,0,2020-03-01,Offer E,Yes,Yes,Fiber Optic,11.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,79.7,497.6,0.0,0,289.92,787.52,184
6127IYJOZ,1,Male,71,No,Yes,No,No,0,1,Q3,0,2020-08-01,,Yes,Yes,DSL,6.0,No,No,No,Yes,Month-to-Month,Credit Card,45.85,45.85,0.0,0,40.38,86.23,31
8065QBYTO,1,Female,68,No,Yes,No,No,0,1,Q3,0,2014-11-01,Offer A,Yes,Yes,Fiber Optic,12.0,Yes,No,No,Yes,One Year,Credit Card,99.65,7181.25,0.0,0,277.61,7458.86,2131
7921LMDFQ,1,Male,69,No,Yes,No,No,0,1,Q3,0,2016-07-01,,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,94.0,4905.75,0.0,0,211.14,5116.89,1523
5820PTRYM,1,Female,75,No,Yes,Yes,No,0,1,Q3,1,2016-01-01,,Yes,Yes,Cable,18.0,No,No,No,Yes,One Year,Credit Card,68.45,4014.0,0.0,0,1501.92,5515.92,1705
6211WHMYA,1,Female,77,No,Yes,No,No,0,1,Q3,0,2015-06-01,,No,Yes,DSL,21.0,Yes,No,No,No,Month-to-Month,Bank Withdrawal,43.85,2751.0,0.0,30,0.0,2781.0,1919
3454JFUBC,1,Male,66,No,Yes,No,No,0,1,Q3,0,2015-01-01,Offer A,Yes,No,,,No,No,No,No,Two Year,Credit Card,20.0,1396.0,0.0,0,712.64,2108.64,2070
2451YMUXS,1,Male,79,No,Yes,No,No,0,1,Q3,0,2015-03-01,Offer A,Yes,Yes,DSL,11.0,No,No,No,Yes,Two Year,Bank Withdrawal,64.55,4250.1,0.0,0,1934.96,6185.06,2011
4690PKDQG,1,Female,66,No,Yes,Yes,No,0,1,Q3,3,2017-04-01,,Yes,Yes,Fiber Optic,12.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,95.55,3930.6,0.0,0,961.38,4891.98,1249
7789CRUVC,1,Female,77,No,Yes,Yes,No,0,1,Q3,1,2015-09-01,,Yes,Yes,Fiber Optic,29.0,No,No,No,Yes,Month-to-Month,Credit Card,94.2,5895.45,0.0,0,2058.75,7954.2,1827
9972VAFJJ,1,Female,77,No,Yes,Yes,No,0,1,Q3,1,2016-05-01,,Yes,Yes,Fiber Optic,25.0,Yes,No,No,Yes,One Year,Bank Withdrawal,94.0,4871.45,0.0,0,2524.92,7396.37,1584
5981ZVXOT,1,Female,72,No,Yes,No,No,0,1,Q3,0,2017-10-01,Offer C,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,108.35,3726.15,0.0,0,375.55,4101.7,1066
2274XUATA,1,Male,78,No,Yes,Yes,No,0,1,Q3,8,2014-10-01,Offer A,No,Yes,Cable,26.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,63.1,4685.55,0.0,0,0.0,4685.55,2162
0666UXTJO,1,Male,80,No,Yes,Yes,No,0,1,Q3,4,2017-11-01,Offer C,Yes,Yes,Fiber Optic,29.0,Yes,No,No,Yes,Month-to-Month,Credit Card,85.2,2874.45,0.0,0,1008.44,3882.89,1035
1035IPQPU,1,Female,77,No,Yes,Yes,No,0,1,Q3,2,2015-07-01,,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.5,6479.4,0.0,0,1142.82,7622.22,1889
2235DWLJU,1,Female,75,No,Yes,No,No,0,1,Q3,0,2020-03-01,,No,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,44.4,263.05,0.0,0,0.0,263.05,184
3605JISKB,1,Male,67,No,Yes,Yes,No,0,1,Q3,2,2016-03-01,,Yes,Yes,Cable,23.0,No,No,No,Yes,One Year,Credit Card,60.0,3316.1,0.0,0,499.4,3815.5,1645
3668QPYBK,1,Male,37,No,No,No,No,0,1,Q3,0,2020-07-01,,Yes,Yes,DSL,21.0,No,No,No,Yes,Month-to-Month,Credit Card,53.85,108.15,0.0,0,20.94,129.09,62
9237HQITU,1,Female,19,Yes,No,No,Yes,2,1,Q3,0,2020-07-01,,Yes,Yes,Fiber Optic,51.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.7,151.65,0.0,0,18.24,169.89,62
9305CDSKC,1,Female,31,No,No,No,Yes,2,1,Q3,0,2020-01-01,,Yes,Yes,Cable,26.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.65,820.5,0.0,0,97.2,917.7,244
7892POOKP,1,Female,23,Yes,No,Yes,Yes,3,1,Q3,0,2018-06-01,Offer C,Yes,Yes,Fiber Optic,47.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.8,3046.05,0.0,0,136.92,3182.97,823
0280XJGEX,1,Male,38,No,No,No,Yes,1,1,Q3,0,2016-08-01,,Yes,Yes,Fiber Optic,11.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.7,5036.3,0.0,0,2172.17,7208.47,1492
4190MFLUW,1,Female,21,Yes,No,Yes,No,0,1,Q3,6,2019-11-01,,Yes,Yes,Cable,69.0,No,No,No,Yes,Month-to-Month,Credit Card,55.2,528.35,0.0,0,94.1,622.45,305
1066JKSGK,1,Male,29,Yes,No,No,No,0,1,Q3,0,2020-08-01,,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,20.15,20.15,0.0,0,33.58,53.73,31
6467CHFZW,1,Male,61,No,No,Yes,Yes,1,1,Q3,1,2016-10-01,,Yes,Yes,Fiber Optic,16.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.35,4749.15,0.0,0,1473.45,6222.6,1431
8665UTDHZ,1,Male,27,Yes,No,Yes,No,0,1,Q3,1,2020-08-01,,No,Yes,DSL,58.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,30.2,30.2,0.0,0,0.0,30.2,31
8773HHUOZ,1,Female,20,Yes,No,No,No,0,1,Q3,0,2019-05-01,,Yes,Yes,Cable,41.0,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,64.7,1093.1,0.0,0,689.35,1782.45,489
6047YHPVI,1,Male,56,No,No,No,Yes,3,1,Q3,0,2020-04-01,,Yes,Yes,Fiber Optic,58.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.7,316.9,0.0,0,63.0,379.9,153
5380WJKOV,1,Male,51,No,No,No,Yes,1,1,Q3,0,2017-11-01,Offer C,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,3549.25,0.0,0,737.46,4286.71,1035
8168UQWWF,1,Female,48,No,No,No,Yes,2,1,Q3,0,2019-10-01,,Yes,Yes,Cable,18.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,97.85,1105.4,0.0,0,303.27,1408.67,336
7760OYPDY,1,Female,32,No,No,No,Yes,2,1,Q3,0,2020-07-01,,Yes,Yes,Fiber Optic,19.0,Yes,No,No,No,Month-to-Month,Bank Withdrawal,80.65,144.15,0.0,20,11.7,175.85,62
9420LOJKX,1,Female,34,No,No,No,Yes,1,1,Q3,0,2019-07-01,,Yes,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,99.1,1426.4,0.0,0,59.4,1485.8,428
5698BQJOH,1,Female,41,No,No,No,Yes,2,1,Q3,0,2019-12-01,,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.4,857.25,0.0,0,244.89,1102.14,275
5919TMRGD,1,Female,32,No,No,No,Yes,3,1,Q3,0,2020-08-01,,Yes,Yes,Fiber Optic,57.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,79.35,79.35,0.0,0,13.13,92.48,31
9191MYQKX,1,Female,34,No,No,Yes,Yes,5,1,Q3,1,2020-03-01,,Yes,Yes,Fiber Optic,53.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.15,496.9,0.0,0,60.83,557.73,184
8637XJIVR,1,Female,34,No,No,No,Yes,3,1,Q3,0,2019-10-01,,Yes,Yes,Fiber Optic,56.0,No,No,No,No,Month-to-Month,Bank Withdrawal,78.95,927.35,0.0,80,304.08,1311.43,336
0278YXOOG,1,Male,30,No,No,No,No,0,1,Q3,0,2020-04-01,Offer E,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,21.05,113.85,0.0,0,171.3,285.15,153
3192NQECA,1,Male,26,Yes,No,Yes,No,0,1,Q3,4,2015-01-01,Offer A,Yes,Yes,Fiber Optic,47.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,110.0,7611.85,0.0,0,1005.72,8617.57,2070
0486HECZI,1,Male,37,No,No,Yes,Yes,1,1,Q3,0,2016-03-01,,Yes,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,96.75,5238.9,0.0,0,2698.3,7937.2,1645
5299RULOA,1,Female,62,No,No,Yes,Yes,2,1,Q3,1,2019-11-01,,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.25,1064.65,0.0,0,244.8,1309.45,305
0404SWRVG,1,Male,21,Yes,No,No,Yes,2,1,Q3,0,2020-06-01,Offer E,Yes,Yes,Fiber Optic,71.0,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,74.4,229.55,8.74,0,43.8,264.61,92
6207WIOLX,1,Female,27,Yes,No,Yes,No,0,1,Q3,6,2018-08-01,Offer C,No,Yes,DSL,48.0,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,58.6,1502.65,4.48,0,0.0,1498.17,762
3091FYHKI,1,Male,64,No,No,No,No,0,1,Q3,0,2020-08-01,Offer E,No,Yes,DSL,22.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,35.45,35.45,0.0,0,0.0,35.45,31
2372HWUHI,1,Male,45,No,No,No,No,0,1,Q3,0,2020-07-01,Offer E,Yes,Yes,DSL,3.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.35,81.25,0.0,0,93.68,174.93,62
4080OGPJL,1,Female,53,No,No,No,No,0,1,Q3,0,2020-01-01,Offer E,Yes,Yes,DSL,18.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,71.15,563.65,0.0,0,385.12,948.77,244
2135RXIHG,1,Male,63,No,No,No,No,0,1,Q3,0,2020-08-01,Offer E,Yes,Yes,Cable,24.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.65,45.65,0.0,0,14.12,59.77,31
3874EQOEP,1,Male,32,No,No,No,Yes,4,1,Q3,0,2020-03-01,Offer E,Yes,Yes,Cable,28.0,Yes,Yes,Yes,No,Month-to-Month,Credit Card,95.0,655.5,36.6,10,143.64,772.54,184
0867MKZVY,1,Female,26,Yes,No,Yes,Yes,1,1,Q3,5,2019-01-01,,Yes,Yes,Fiber Optic,51.0,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,82.4,1592.35,33.43,0,732.0,2290.92,609
3376BMGFE,1,Female,42,No,No,No,Yes,1,1,Q3,0,2020-05-01,Offer E,Yes,Yes,Fiber Optic,27.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.9,273.0,8.74,0,134.0,398.26,123
1875QIVME,1,Female,26,Yes,No,Yes,Yes,3,1,Q3,1,2020-07-01,Offer E,Yes,Yes,Fiber Optic,53.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.4,242.8,45.44,0,23.02,220.38,62
0691JVSYA,1,Female,24,Yes,No,Yes,No,0,1,Q3,5,2016-05-01,,Yes,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,94.85,5000.2,18.55,0,2152.86,7134.51,1584
6317YPKDH,1,Female,54,No,No,No,No,0,1,Q3,0,2020-08-01,Offer E,No,Yes,DSL,27.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,29.95,29.95,0.0,0,0.0,29.95,31
9367WXLCH,1,Male,51,No,No,No,Yes,2,1,Q3,0,2020-01-01,Offer E,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,84.5,662.65,33.21,0,205.84,835.28,244
1918ZBFQJ,1,Female,48,No,No,No,Yes,3,1,Q3,0,2019-08-01,,Yes,Yes,Fiber Optic,76.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.25,1111.65,48.25,0,436.02,1499.42,397
1024GUALD,1,Female,29,Yes,No,Yes,No,0,1,Q3,4,2020-08-01,Offer E,No,Yes,DSL,29.0,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,31
2472OVKUP,1,Male,39,No,No,Yes,Yes,2,1,Q3,5,2020-03-01,,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,91.0,531.0,0.0,0,252.48,783.48,184
1285OKIPP,1,Male,62,No,No,No,Yes,3,1,Q3,0,2020-08-01,,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,79.9,79.9,0.0,0,23.2,103.1,31
7825ECJRF,1,Female,43,No,No,No,Yes,1,1,Q3,0,2019-03-01,,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,106.6,1934.45,21.72,40,538.65,2491.38,550
7841TZDMQ,1,Male,19,Yes,No,No,No,0,1,Q3,0,2020-07-01,,Yes,Yes,DSL,41.0,No,No,Yes,Yes,Month-to-Month,Credit Card,46.0,84.5,0.0,0,99.62,184.12,62
9408SSNVZ,1,Female,39,No,No,No,Yes,2,1,Q3,0,2020-05-01,,Yes,Yes,Fiber Optic,17.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.15,268.35,21.69,0,117.6,364.26,123
0742MOABM,1,Male,50,No,No,Yes,No,0,1,Q3,2,2020-05-01,,Yes,Yes,Cable,22.0,No,No,No,Yes,Month-to-Month,Credit Card,50.05,179.35,0.0,0,38.68,218.03,123
2232DMLXU,1,Female,22,Yes,No,Yes,No,0,1,Q3,0,2020-08-01,,Yes,Yes,DSL,58.0,Yes,No,Yes,Yes,Month-to-Month,Credit Card,55.2,55.2,0.0,0,35.6,90.8,31
8937RDTHP,1,Male,40,No,No,No,Yes,1,1,Q3,0,2020-08-01,,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Month-to-Month,Credit Card,84.6,84.6,0.0,0,26.85,111.45,31
1251KRREG,1,Male,22,Yes,No,No,No,0,1,Q3,0,2020-07-01,,Yes,Yes,DSL,73.0,No,No,Yes,Yes,Month-to-Month,Credit Card,54.4,114.1,0.0,0,88.62,202.72,62
0322YINQP,1,Male,37,No,No,No,No,0,1,Q3,0,2020-08-01,,Yes,Yes,DSL,9.0,No,No,No,Yes,Month-to-Month,Credit Card,48.55,48.55,0.0,0,11.35,59.9,31
4629NRXKX,1,Female,47,No,No,Yes,No,0,1,Q3,1,2020-07-01,,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.4,147.15,0.0,0,92.46,239.61,62
4959JOSRX,1,Female,41,No,No,Yes,No,0,1,Q3,3,2020-07-01,Offer E,Yes,Yes,Cable,16.0,No,No,No,Yes,Month-to-Month,Credit Card,44.6,80.55,0.0,0,60.38,140.93,62
6323AYBRX,1,Male,51,No,No,No,No,0,1,Q3,0,2015-11-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,19.35,1099.6,14.22,0,1571.17,2656.55,1766
6366ZGQGL,1,Male,60,No,No,No,No,0,1,Q3,0,2020-08-01,Offer E,No,Yes,Cable,29.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,24.8,24.8,0.0,0,0.0,24.8,31
5940AHUHD,1,Male,30,No,No,No,No,0,1,Q3,0,2020-08-01,Offer E,Yes,Yes,Fiber Optic,41.0,No,No,No,Yes,Month-to-Month,Credit Card,70.6,70.6,0.0,0,44.59,115.19,31
6432TWQLB,1,Male,51,No,No,Yes,No,0,1,Q3,1,2020-04-01,Offer E,Yes,Yes,Fiber Optic,16.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,85.4,401.1,45.37,0,211.45,567.18,153
4484GLZOU,1,Female,20,Yes,No,Yes,No,0,1,Q3,6,2016-06-01,,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,105.05,5624.85,27.6,0,550.68,6147.93,1553
9512UIBFX,1,Male,52,No,No,Yes,No,0,1,Q3,6,2019-04-01,,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,95.15,1779.95,10.17,0,27.18,1796.96,519
5583SXDAG,1,Male,41,No,No,Yes,No,0,1,Q3,1,2020-08-01,Offer E,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Month-to-Month,Bank Withdrawal,70.0,70.0,0.0,10,19.15,99.15,31
3580REOAC,1,Male,34,No,No,No,No,0,1,Q3,0,2019-11-01,,Yes,Yes,DSL,17.0,No,No,No,Yes,Month-to-Month,Credit Card,44.85,435.4,0.0,0,495.8,931.2,305
6390DSAZX,1,Female,21,Yes,No,No,No,0,1,Q3,0,2020-08-01,,Yes,Yes,Fiber Optic,52.0,No,No,Yes,Yes,Month-to-Month,Credit Card,73.6,73.6,0.0,0,6.19,79.79,31
7563BIUPC,1,Male,30,No,No,No,No,0,1,Q3,0,2020-04-01,Offer E,Yes,Yes,Fiber Optic,52.0,Yes,No,No,No,Month-to-Month,Bank Withdrawal,80.6,415.55,36.44,40,28.9,448.01,153
